season_number,season,conf,win,loss,wpct,conf_win,conf_loss,conf_wpct,srs,sos,ppg,opp_ppg,ap_pre,ap_highest,ap_final,tournament_outcome,seed,coach,school
21,2002,CUSA,26,7,0.788,13,3,0.813,17.17,4.78,73.1,60.7,NA,9,12,Lost First Round,5,Tom Crean (26-7),marquette
22,2001,CUSA,15,14,0.517,9,7,0.563,6.79,6.62,65.6,65.4,NA,NA,NA,NA,NA,Tom Crean (15-14),marquette
23,2000,CUSA,15,14,0.517,8,8,0.5,7.21,6.83,62.8,62.4,NA,NA,NA,NA,NA,Tom Crean (15-14),marquette
24,1999,CUSA,14,15,0.483,6,10,0.375,5.19,4.98,62.9,62.7,NA,NA,NA,NA,NA,Mike Deane (14-15),marquette
25,1998,CUSA,20,11,0.645,8,8,0.5,10.55,5.26,65.3,60,NA,20,NA,NA,NA,Mike Deane (20-11),marquette
26,1997,CUSA,22,9,0.71,9,5,0.643,13.45,3.19,68,57.8,25,24,NA,Lost First Round,7,Mike Deane (22-9),marquette
27,1996,CUSA,23,8,0.742,10,4,0.714,14.45,4.93,72.9,63.4,NA,20,20,Lost Second Round,4,Mike Deane (23-8),marquette
28,1995,GMWC,21,12,0.636,7,5,0.583,11.98,5.79,70.9,64.7,NA,NA,NA,NA,NA,Mike Deane (21-12),marquette
29,1994,GMWC,24,9,0.727,10,2,0.833,15.63,8.01,69.6,61.8,NA,19,21,Lost Regional Semifinal,6,Kevin O'Neill (24-9),marquette
30,1993,GMWC,20,8,0.714,6,4,0.6,15.68,2.29,73.8,60.4,NA,15,NA,Lost First Round,12,Kevin O'Neill (20-8),marquette
31,1992,GMWC,16,13,0.552,5,5,0.5,9.63,1.76,69.2,61.3,NA,NA,NA,NA,NA,Kevin O'Neill (16-13),marquette
32,1991,MW Coll,11,18,0.379,7,7,0.5,2.09,3.05,73.1,74.1,NA,NA,NA,NA,NA,Kevin O'Neill (11-18),marquette
1,2022,CUSA,12,21,0.364,4,14,0.222,-4.56,0.15,74,76.5,NA,NA,NA,NA,NA,Dan D'Antoni (12-21),marshall
2,2021,CUSA,15,7,0.682,9,5,0.643,5.7,-1.66,79.9,72.5,NA,NA,NA,NA,NA,Dan D'Antoni (15-7),marshall
3,2020,CUSA,17,15,0.531,10,8,0.556,1.7,-0.05,75.9,73.1,NA,NA,NA,NA,NA,Dan D'Antoni (17-15),marshall
4,2019,CUSA,23,14,0.622,11,7,0.611,-0.64,-0.61,80.5,80.5,NA,NA,NA,NA,NA,Dan D'Antoni (23-14),marshall
5,2018,CUSA,25,11,0.694,12,6,0.667,4.21,0.44,83.8,79.1,NA,NA,NA,Lost Second Round,13,Dan D'Antoni (25-11),marshall
6,2017,CUSA,20,15,0.571,10,8,0.556,0.18,-1.05,85.6,84,NA,NA,NA,NA,NA,Dan D'Antoni (20-15),marshall
7,2016,CUSA,17,16,0.515,12,6,0.667,0.83,-0.3,86,84.9,NA,NA,NA,NA,NA,Dan D'Antoni (17-16),marshall
8,2015,CUSA,11,21,0.344,7,11,0.389,-6.45,-0.22,66.8,71.5,NA,NA,NA,NA,NA,Dan D'Antoni (11-21),marshall
9,2014,CUSA,11,22,0.333,4,12,0.25,-4.42,-1.32,72.3,72,NA,NA,NA,NA,NA,Tom Herrion (11-22),marshall
10,2013,CUSA,13,19,0.406,6,10,0.375,-3.61,0.94,69,72.7,NA,NA,NA,NA,NA,Tom Herrion (13-19),marshall
11,2012,CUSA,21,14,0.6,9,7,0.563,7,4.94,70.6,68.1,NA,NA,NA,NA,NA,Tom Herrion (21-14),marshall
12,2011,CUSA,22,12,0.647,9,7,0.563,6.32,1.94,73.5,67.4,NA,NA,NA,NA,NA,Tom Herrion (22-12),marshall
13,2010,CUSA,24,10,0.706,11,5,0.688,7.8,1.57,79.9,69,NA,NA,NA,NA,NA,Donnie Jones (24-10),marshall
14,2009,CUSA,15,17,0.469,7,9,0.438,0.14,2.73,71.1,70.5,NA,NA,NA,NA,NA,Donnie Jones (15-17),marshall
15,2008,CUSA,16,14,0.533,8,8,0.5,2.17,2.17,67.3,65.7,NA,NA,NA,NA,NA,Donnie Jones (16-14),marshall
16,2007,CUSA,13,19,0.406,7,9,0.438,-1.89,2.33,66,70.2,NA,NA,NA,NA,NA,Ron Jirsa (13-19),marshall
17,2006,CUSA,12,16,0.429,5,9,0.357,-5.05,-1.56,65.9,69.1,NA,NA,NA,NA,NA,Ron Jirsa (12-16),marshall
18,2005,MAC,6,22,0.214,3,15,0.167,-3.47,3.64,66.8,73.9,NA,NA,NA,NA,NA,Ron Jirsa (6-22),marshall
19,2004,MAC,12,17,0.414,8,10,0.444,-2.21,2.21,69.7,74.1,NA,NA,NA,NA,NA,Ron Jirsa (12-17),marshall
20,2003,MAC,14,15,0.483,9,9,0.5,-0.74,-0.63,73.3,72.2,NA,NA,NA,NA,NA,Greg White (14-15),marshall
21,2002,MAC,15,15,0.5,8,10,0.444,-1.42,1.23,77.6,77.4,NA,NA,NA,NA,NA,Greg White (15-15),marshall
22,2001,MAC,18,9,0.667,12,6,0.667,5.49,0.81,76.4,69.7,NA,NA,NA,NA,NA,Greg White (18-9),marshall
23,2000,MAC,21,9,0.7,11,7,0.611,5.05,-0.16,81.4,73.9,NA,NA,NA,NA,NA,Greg White (21-9),marshall
24,1999,MAC,16,11,0.593,11,7,0.611,4.71,0.51,76.9,70.6,NA,NA,NA,NA,NA,Greg White (16-11),marshall
25,1998,MAC,11,16,0.407,7,11,0.389,-2.98,0.62,69.7,69.4,NA,NA,NA,NA,NA,Greg White (11-16),marshall
26,1997,Southern,20,9,0.69,10,4,0.714,-3.01,-6.72,79.8,74.9,NA,NA,NA,NA,NA,Greg White (20-9),marshall
27,1996,Southern,17,11,0.607,8,6,0.571,1.96,-3.82,91.4,84.5,NA,NA,NA,NA,NA,Billy Donovan (17-11),marshall
28,1995,Southern,18,9,0.667,10,4,0.714,-0.65,-5.99,84.4,77.6,NA,NA,NA,NA,NA,Billy Donovan (18-9),marshall
29,1994,Southern,9,18,0.333,7,11,0.389,-12.12,-2.04,73.7,82.2,NA,NA,NA,NA,NA,Dwight Freeman (9-18),marshall
30,1993,Southern,16,11,0.593,11,7,0.611,-4.44,-4.8,78.2,76.4,NA,NA,NA,NA,NA,Dwight Freeman (16-11),marshall
31,1992,Southern,7,22,0.241,3,11,0.214,-9,-0.2,72.2,80.3,NA,NA,NA,NA,NA,Dwight Freeman (7-22),marshall
32,1991,Southern,14,14,0.5,7,7,0.5,-2.84,-0.84,82.2,83.4,NA,NA,NA,NA,NA,Dwight Freeman (14-14),marshall
1,2022,Big Ten,15,17,0.469,7,13,0.35,9.34,9.12,70.9,70.7,21,20,NA,NA,NA,"Danny Manning (10-14), Mark Turgeon (5-3)",maryland
2,2021,Big Ten,17,14,0.548,9,11,0.45,13.94,11.97,68.9,65.6,NA,NA,NA,Lost Second Round,10,Mark Turgeon (17-14),maryland
3,2020,Big Ten,24,7,0.774,14,6,0.7,17.82,10.5,71.8,64.5,7,3,12,NA,NA,Mark Turgeon (24-7),maryland
4,2019,Big Ten,23,11,0.676,13,7,0.65,16.01,10.09,71.4,65.5,NA,13,NA,Lost Second Round,6,Mark Turgeon (23-11),maryland
5,2018,Big Ten,19,13,0.594,8,10,0.444,13.78,7.94,73.1,66.9,NA,NA,NA,NA,NA,Mark Turgeon (19-13),maryland
6,2017,Big Ten,24,9,0.727,12,6,0.667,12.79,8.29,73.9,68.1,25,17,NA,Lost First Round,6,Mark Turgeon (24-9),maryland
7,2016,Big Ten,27,9,0.75,12,6,0.667,16.71,8.31,75.7,66.7,3,2,18,Lost Regional Semifinal,5,Mark Turgeon (27-9),maryland
8,2015,Big Ten,28,7,0.8,14,4,0.778,13.32,7.63,69.1,63.4,NA,8,12,Lost Third Round,4,Mark Turgeon (28-7),maryland
9,2014,ACC,17,15,0.531,9,9,0.5,11.33,8.08,70.9,67.7,NA,NA,NA,NA,NA,Mark Turgeon (17-15),maryland
10,2013,ACC,25,13,0.658,8,10,0.444,11.39,4.68,70.7,64,NA,NA,NA,NA,NA,Mark Turgeon (25-13),maryland
11,2012,ACC,17,15,0.531,6,10,0.375,3.95,5.98,68.7,70.7,NA,NA,NA,NA,NA,Mark Turgeon (17-15),maryland
12,2011,ACC,19,14,0.576,7,9,0.438,15,5.76,76.8,67.6,NA,NA,NA,NA,NA,Gary Williams (19-14),maryland
13,2010,ACC,24,9,0.727,13,3,0.813,17.75,7.95,79.7,68.3,NA,19,20,Lost Second Round,4,Gary Williams (24-9),maryland
14,2009,ACC,21,14,0.6,7,9,0.438,11.1,8.99,71.8,69.1,NA,NA,NA,Lost Second Round,10,Gary Williams (21-14),maryland
15,2008,ACC,19,15,0.559,8,8,0.5,9.74,7.28,73,69.8,NA,NA,NA,NA,NA,Gary Williams (19-15),maryland
16,2007,ACC,25,9,0.735,10,6,0.625,19.06,7.59,79,67.5,NA,17,18,Lost Second Round,4,Gary Williams (25-9),maryland
17,2006,ACC,19,13,0.594,8,8,0.5,10.73,6.73,78.3,73.5,23,14,NA,NA,NA,Gary Williams (19-13),maryland
18,2005,ACC,19,13,0.594,7,9,0.438,13.76,7.88,81.9,76,15,12,NA,NA,NA,Gary Williams (19-13),maryland
19,2004,ACC,20,12,0.625,7,9,0.438,16.96,11.68,77.4,72.1,NA,19,19,Lost Second Round,4,Gary Williams (20-12),maryland
20,2003,ACC,21,10,0.677,11,5,0.688,20.56,7.56,79.7,66.7,13,8,17,Lost Regional Semifinal,6,Gary Williams (21-10),maryland
21,2002,ACC,32,4,0.889,15,1,0.938,23.46,9.35,85,70.9,2,2,4,Won National Final,1,Gary Williams (32-4),maryland
22,2001,ACC,25,11,0.694,10,6,0.625,23.83,11,85.2,72.4,5,5,11,Lost National Semifinal,3,Gary Williams (25-11),maryland
23,2000,ACC,25,10,0.714,11,5,0.688,17.93,9.44,76.7,68.2,NA,12,17,Lost Second Round,3,Gary Williams (25-10),maryland
24,1999,ACC,28,6,0.824,13,3,0.813,26.13,9.04,84.5,66.4,6,2,5,Lost Regional Semifinal,2,Gary Williams (28-6),maryland
25,1998,ACC,21,11,0.656,10,6,0.625,18.79,12.1,78.8,72.1,NA,19,20,Lost Regional Semifinal,4,Gary Williams (21-11),maryland
26,1997,ACC,21,11,0.656,9,7,0.563,17.52,9.08,75.2,66.8,NA,5,22,Lost First Round,5,Gary Williams (21-11),maryland
27,1996,ACC,17,13,0.567,8,8,0.5,15,9.93,81.3,76.3,15,14,NA,Lost First Round,7,Gary Williams (17-13),maryland
28,1995,ACC,26,8,0.765,12,4,0.75,22.69,10.44,86.6,73.9,7,5,10,Lost Regional Semifinal,3,Gary Williams (26-8),maryland
29,1994,ACC,18,12,0.6,8,8,0.5,14.13,7.4,80,73.2,NA,18,NA,Lost Regional Semifinal,10,Gary Williams (18-12),maryland
30,1993,ACC,12,16,0.429,2,14,0.125,9.49,9.17,79.8,79.5,NA,NA,NA,NA,NA,Gary Williams (12-16),maryland
31,1992,ACC,14,15,0.483,5,11,0.313,9.86,7.75,81,78.9,NA,NA,NA,NA,NA,Gary Williams (14-15),maryland
32,1991,ACC,16,12,0.571,5,9,0.357,9.03,8.21,80.2,79.4,NA,NA,NA,NA,NA,Gary Williams (16-12),maryland
1,2022,AEC,18,14,0.563,11,7,0.611,-6.06,-6.51,73.7,72.1,NA,NA,NA,NA,NA,Jim Ferry (18-14),maryland-baltimore-county
2,2021,AEC,14,6,0.7,10,4,0.714,-1.05,-5.7,69.6,64.9,NA,NA,NA,NA,NA,Ryan Odom (14-6),maryland-baltimore-county
3,2020,AEC,16,17,0.485,8,8,0.5,-8.08,-4.43,68.3,66.9,NA,NA,NA,NA,NA,Ryan Odom (16-17),maryland-baltimore-county
4,2019,AEC,21,13,0.618,11,5,0.688,-5.85,-5.85,67.5,64,NA,NA,NA,NA,NA,Ryan Odom (21-13),maryland-baltimore-county
5,2018,AEC,25,11,0.694,12,4,0.75,-2.02,-3.84,73.1,68.5,NA,NA,NA,Lost Second Round,16,Ryan Odom (25-11),maryland-baltimore-county
6,2017,AEC,21,13,0.618,9,7,0.563,-3.84,-5.87,81.1,77.2,NA,NA,NA,NA,NA,Ryan Odom (21-13),maryland-baltimore-county
7,2016,AEC,7,25,0.219,3,13,0.188,-15.37,-6.87,72.1,80.6,NA,NA,NA,NA,NA,Aki Thomas (7-25),maryland-baltimore-county
8,2015,AEC,4,26,0.133,2,14,0.125,-16.17,-5.14,56.1,67.1,NA,NA,NA,NA,NA,Aki Thomas (4-26),maryland-baltimore-county
9,2014,AEC,9,21,0.3,5,11,0.313,-14.21,-6.55,65.6,72.8,NA,NA,NA,NA,NA,Aki Thomas (9-21),maryland-baltimore-county
10,2013,AEC,8,23,0.258,5,11,0.313,-12.48,-3.68,63.5,71.5,NA,NA,NA,NA,NA,Aki Thomas (8-23),maryland-baltimore-county
11,2012,AEC,4,26,0.133,3,13,0.188,-19.85,-6.02,63.2,77.1,NA,NA,NA,NA,NA,Randy Monroe (4-26),maryland-baltimore-county
12,2011,AEC,5,25,0.167,4,12,0.25,-18.47,-4.27,64.3,78.5,NA,NA,NA,NA,NA,Randy Monroe (5-25),maryland-baltimore-county
13,2010,AEC,4,26,0.133,3,13,0.188,-16.92,-6.19,63.1,73.8,NA,NA,NA,NA,NA,Randy Monroe (4-26),maryland-baltimore-county
14,2009,AEC,15,17,0.469,7,9,0.438,-8.74,-4.16,65.7,69,NA,NA,NA,NA,NA,Randy Monroe (15-17),maryland-baltimore-county
15,2008,AEC,24,9,0.727,13,3,0.813,0.06,-4.53,74.2,68.4,NA,NA,NA,Lost First Round,15,Randy Monroe (24-9),maryland-baltimore-county
16,2007,AEC,12,19,0.387,7,9,0.438,-9.47,-4.92,60.5,65,NA,NA,NA,NA,NA,Randy Monroe (12-19),maryland-baltimore-county
17,2006,AEC,10,19,0.345,5,11,0.313,-8.44,-5.24,66.9,70.1,NA,NA,NA,NA,NA,Randy Monroe (10-19),maryland-baltimore-county
18,2005,AEC,11,18,0.379,5,13,0.278,-11.66,-5.48,61.3,66.3,NA,NA,NA,NA,NA,Randy Monroe (11-18),maryland-baltimore-county
19,2004,AEC,7,21,0.25,4,14,0.222,-10.29,-6.61,60.1,63.8,NA,NA,NA,NA,NA,Tom Sullivan (7-21),maryland-baltimore-county
20,2003,NEC,7,20,0.259,5,13,0.278,-14.74,-8,63.1,69.8,NA,NA,NA,NA,NA,Tom Sullivan (7-20),maryland-baltimore-county
21,2002,NEC,20,9,0.69,15,5,0.75,-8.07,-11.62,73.8,70.2,NA,NA,NA,NA,NA,Tom Sullivan (20-9),maryland-baltimore-county
22,2001,NEC,18,11,0.621,13,7,0.65,-5.53,-9.66,77.9,73.8,NA,NA,NA,NA,NA,Tom Sullivan (18-11),maryland-baltimore-county
23,2000,NEC,11,18,0.379,7,11,0.389,-8.43,-7.36,64.8,64.3,NA,NA,NA,NA,NA,Tom Sullivan (11-18),maryland-baltimore-county
24,1999,NEC,19,9,0.679,17,3,0.85,-4.41,-8.2,67.4,63.6,NA,NA,NA,NA,NA,Tom Sullivan (19-9),maryland-baltimore-county
25,1998,Big South,14,14,0.5,6,6,0.5,-11.01,-9.37,70.6,71.1,NA,NA,NA,NA,NA,Tom Sullivan (14-14),maryland-baltimore-county
26,1997,Big South,5,22,0.185,2,12,0.143,-17.34,-6.3,58.6,68.4,NA,NA,NA,NA,NA,Tom Sullivan (5-22),maryland-baltimore-county
27,1996,Big South,5,22,0.185,3,11,0.214,-17.13,-6.17,59.1,70,NA,NA,NA,NA,NA,Tom Sullivan (5-22),maryland-baltimore-county
28,1995,Big South,13,14,0.481,10,6,0.625,-9.22,-6.26,66.2,68.1,NA,NA,NA,NA,NA,Earl Hawkins (13-14),maryland-baltimore-county
29,1994,Big South,6,21,0.222,5*,13*,0.278,-13.33,-5.6,72.9,79.7,NA,NA,NA,NA,NA,Earl Hawkins (6-21),maryland-baltimore-county
30,1993,Big South,12,16,0.429,7,9,0.438,-11.82,-8.47,81.8,83.5,NA,NA,NA,NA,NA,Earl Hawkins (12-16),maryland-baltimore-county
31,1992,ECC,10,19,0.345,8,4,0.667,-12.4,-6.95,81.9,87.3,NA,NA,NA,NA,NA,Earl Hawkins (10-19),maryland-baltimore-county
32,1991,ECC,7,22,0.241,4,8,0.333,-16.11,-3.79,67.4,78.9,NA,NA,NA,NA,NA,Earl Hawkins (7-22),maryland-baltimore-county
1,2022,MEAC,11,16,0.407,6,8,0.429,-13.09,-7.14,65.9,66.4,NA,NA,NA,NA,NA,Jason Crafton (11-16),maryland-eastern-shore
2,2021,MEAC,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jason Crafton (0-0),maryland-eastern-shore
3,2020,MEAC,5,27,0.156,4,12,0.25,-22.03,-6.45,57.5,71.2,NA,NA,NA,NA,NA,Jason Crafton (5-27),maryland-eastern-shore
4,2019,MEAC,7,25,0.219,5,11,0.313,-24.21,-7.91,57.3,71.6,NA,NA,NA,NA,NA,Clifford Reed (7-25),maryland-eastern-shore
5,2018,MEAC,7,25,0.219,3,13,0.188,-24.63,-7.56,62.3,77.3,NA,NA,NA,NA,NA,Bobby Collins (7-25),maryland-eastern-shore
6,2017,MEAC,14,20,0.412,9,7,0.563,-13.77,-7.61,71.3,76,NA,NA,NA,NA,NA,Bobby Collins (14-20),maryland-eastern-shore
7,2016,MEAC,10,22,0.313,7,9,0.438,-14.23,-6.17,68.1,75,NA,NA,NA,NA,NA,Bobby Collins (10-22),maryland-eastern-shore
8,2015,MEAC,18,15,0.545,11,5,0.688,-6.55,-6.94,67.5,67.2,NA,NA,NA,NA,NA,Bobby Collins (18-15),maryland-eastern-shore
9,2014,MEAC,6,24,0.2,4,12,0.25,-17.03,-6.61,66.5,75,NA,NA,NA,NA,NA,Frankie Allen (6-24),maryland-eastern-shore
10,2013,MEAC,2,26,0.071,2,14,0.125,-19.66,-5.16,54.8,69.3,NA,NA,NA,NA,NA,Frankie Allen (2-26),maryland-eastern-shore
11,2012,MEAC,7,23,0.233,4,12,0.25,-16.79,-4.72,59.5,70.3,NA,NA,NA,NA,NA,Frankie Allen (7-23),maryland-eastern-shore
12,2011,MEAC,9,22,0.29,5,11,0.313,-19.35,-7.42,67.6,77.7,NA,NA,NA,NA,NA,Frankie Allen (9-22),maryland-eastern-shore
13,2010,MEAC,11,21,0.344,8,8,0.5,-16.18,-7.38,60.8,69.3,NA,NA,NA,NA,NA,Frankie Allen (11-21),maryland-eastern-shore
14,2009,MEAC,7,23,0.233,3,13,0.188,-22.6,-8.8,58.6,69.6,NA,NA,NA,NA,NA,Frankie Allen (7-23),maryland-eastern-shore
15,2008,MEAC,4,28,0.125,2,14,0.125,-23.75,-7.82,58.7,74.8,NA,NA,NA,NA,NA,Meredith Smith (4-28),maryland-eastern-shore
16,2007,MEAC,4,27,0.129,1,17,0.056,-22.97,-9.04,60.6,73.5,NA,NA,NA,NA,NA,Lawrence Lesett (4-27),maryland-eastern-shore
17,2006,MEAC,7,22,0.241,4,14,0.222,-20.45,-10.16,64.9,74.7,NA,NA,NA,NA,NA,Lawrence Lesett (7-22),maryland-eastern-shore
18,2005,MEAC,2,26,0.071,1,17,0.056,-33.11,-10.04,56.5,79.5,NA,NA,NA,NA,NA,Lawrence Lesett (2-26),maryland-eastern-shore
19,2004,MEAC,8,21,0.276,6,12,0.333,-20.86,-10.1,58.8,69.5,NA,NA,NA,NA,NA,Thomas Trotter (8-21),maryland-eastern-shore
20,2003,MEAC,5,23,0.179,5,13,0.278,-19.83,-11.25,62.9,71.4,NA,NA,NA,NA,NA,Thomas Trotter (5-23),maryland-eastern-shore
21,2002,MEAC,11,18,0.379,7,11,0.389,-15.59,-9.07,65.9,72.4,NA,NA,NA,NA,NA,Thomas Trotter (11-18),maryland-eastern-shore
22,2001,MEAC,12,16,0.429,10,8,0.556,-18.2,-9.63,66.5,73.6,NA,NA,NA,NA,NA,Thomas Trotter (12-16),maryland-eastern-shore
23,2000,MEAC,12,17,0.414,8,10,0.444,-17.65,-10.89,66.2,72.9,NA,NA,NA,NA,NA,Lonnie Williams (12-17),maryland-eastern-shore
24,1999,MEAC,10,17,0.37,7,11,0.389,-13.55,-11,70.7,73.3,NA,NA,NA,NA,NA,Lonnie Williams (10-17),maryland-eastern-shore
25,1998,MEAC,9,18,0.333,7,11,0.389,-16.17,-11.39,68.1,72.9,NA,NA,NA,NA,NA,Lonnie Williams (9-18),maryland-eastern-shore
26,1997,MEAC,11,17,0.393,6,12,0.333,-13.04,-9.16,75,74.4,NA,NA,NA,NA,NA,Lonnie Williams (11-17),maryland-eastern-shore
27,1996,MEAC,11,16,0.407,6,10,0.375,-20.25,-13.21,65.1,69.3,NA,NA,NA,NA,NA,Jeffrey Menday (11-16),maryland-eastern-shore
28,1995,MEAC,13,14,0.481,9,7,0.563,-15.97,-12.23,70.2,70.3,NA,NA,NA,NA,NA,Jeffrey Menday (13-14),maryland-eastern-shore
29,1994,MEAC,16,12,0.571,10,6,0.625,-12.67,-11.31,73.2,72.1,NA,NA,NA,NA,NA,Rob Chavez (16-12),maryland-eastern-shore
30,1993,MEAC,13,14,0.481,7,9,0.438,-20.56,-11.88,66.4,73.9,NA,NA,NA,NA,NA,Rob Chavez (13-14),maryland-eastern-shore
31,1992,MEAC,3,25,0.107,2,14,0.125,-33.07,-11.42,65.8,87.1,NA,NA,NA,NA,NA,Robert Hopkins (3-25),maryland-eastern-shore
32,1991,MEAC,5,23,0.179,3,13,0.188,-23.04,-9.3,74,87.9,NA,NA,NA,NA,NA,Robert Hopkins (5-23),maryland-eastern-shore
1,2022,A-10,15,17,0.469,7,11,0.389,-0.67,1.71,75.7,78.1,NA,NA,NA,NA,NA,Matt McCall (15-17),massachusetts
2,2021,A-10,8,7,0.533,6,4,0.6,4.77,1.03,76.7,73,NA,NA,NA,NA,NA,Matt McCall (8-7),massachusetts
3,2020,A-10,14,17,0.452,8,10,0.444,1.12,3.79,68.5,71.2,NA,NA,NA,NA,NA,Matt McCall (14-17),massachusetts
4,2019,A-10,11,21,0.344,4,14,0.222,-3.02,-0.18,70.7,73.6,NA,NA,NA,NA,NA,Matt McCall (11-21),massachusetts
5,2018,A-10,13,20,0.394,5,13,0.278,-1.65,1.1,71.9,74.7,NA,NA,NA,NA,NA,Matt McCall (13-20),massachusetts
6,2017,A-10,15,18,0.455,4,14,0.222,1.63,1.66,71.8,71.9,NA,NA,NA,NA,NA,Derek Kellogg (15-18),massachusetts
7,2016,A-10,14,18,0.438,6,12,0.333,0.64,2.96,73.5,75.8,NA,NA,NA,NA,NA,Derek Kellogg (14-18),massachusetts
8,2015,A-10,17,15,0.531,10,8,0.556,3.59,4.69,69.4,70.5,NA,NA,NA,NA,NA,Derek Kellogg (17-15),massachusetts
9,2014,A-10,24,9,0.727,10,6,0.625,10.61,6,75.8,71.2,NA,13,NA,Lost Second Round,6,Derek Kellogg (24-9),massachusetts
10,2013,A-10,21,12,0.636,9,7,0.563,5.84,4.57,73,71.7,NA,NA,NA,NA,NA,Derek Kellogg (21-12),massachusetts
11,2012,A-10,25,12,0.676,9,7,0.563,7.49,2.97,76.9,72.4,NA,NA,NA,NA,NA,Derek Kellogg (25-12),massachusetts
12,2011,A-10,15,15,0.5,7,9,0.438,-0.76,1.93,66.3,68,NA,NA,NA,NA,NA,Derek Kellogg (15-15),massachusetts
13,2010,A-10,12,20,0.375,5,11,0.313,-1.76,3.4,70.7,74.9,NA,NA,NA,NA,NA,Derek Kellogg (12-20),massachusetts
14,2009,A-10,12,18,0.4,7,9,0.438,0.64,3.54,71.5,73.7,NA,NA,NA,NA,NA,Derek Kellogg (12-18),massachusetts
15,2008,A-10,25,11,0.694,10,6,0.625,9.6,3.77,81.5,75.7,NA,NA,NA,NA,NA,Travis Ford (25-11),massachusetts
16,2007,A-10,24,9,0.727,13,3,0.813,9.49,0.97,77.3,68.8,NA,NA,NA,NA,NA,Travis Ford (24-9),massachusetts
17,2006,A-10,13,15,0.464,8,8,0.5,3.74,2.63,64.9,63.8,NA,NA,NA,NA,NA,Travis Ford (13-15),massachusetts
18,2005,A-10,16,12,0.571,9,7,0.563,0.12,1.51,64.4,65.8,NA,NA,NA,NA,NA,Steve Lappas (16-12),massachusetts
19,2004,A-10,10,19,0.345,4,12,0.25,-2.31,2.59,68.1,73,NA,NA,NA,NA,NA,Steve Lappas (10-19),massachusetts
20,2003,A-10,11,18,0.379,6*,10*,0.375,-1.98,3.52,61.7,66.5,NA,NA,NA,NA,NA,Steve Lappas (11-18),massachusetts
21,2002,A-10,13,16,0.448,6,10,0.375,2.88,4.43,64.3,65.9,NA,NA,NA,NA,NA,Steve Lappas (13-16),massachusetts
22,2001,A-10,15,15,0.5,11,5,0.688,7.88,8.05,68,68.2,NA,NA,NA,NA,NA,Bruiser Flint (15-15),massachusetts
23,2000,A-10,17,16,0.515,9,7,0.563,7.83,5.04,68.6,64.8,NA,NA,NA,NA,NA,Bruiser Flint (17-16),massachusetts
24,1999,A-10,14,16,0.467,9,7,0.563,6.47,6.04,64.3,63.9,24,23,NA,NA,NA,Bruiser Flint (14-16),massachusetts
25,1998,A-10,21,11,0.656,12,4,0.75,11.99,7.27,69.7,65,NA,18,NA,Lost First Round,7,Bruiser Flint (21-11),massachusetts
26,1997,A-10,19,14,0.576,11,5,0.688,10.54,9.04,66.4,64.6,15,15,NA,Lost First Round,11,Bruiser Flint (19-14),massachusetts
27,1996,A-10,35*,2*,0.946,15,1,0.938,21.38,8.92,74.8,62.4,7,1,1,Lost National Semifinal*,1,John Calipari (35-2),massachusetts
28,1995,A-10,29,5,0.853,13,3,0.813,23.19,8.07,80.9,65.7,3,1,7,Lost Regional Final,2,John Calipari (29-5),massachusetts
29,1994,A-10,28,7,0.8,14,2,0.875,16.69,6.21,76.4,65.9,22,6,8,Lost Second Round,2,John Calipari (28-7),massachusetts
30,1993,A-10,24,7,0.774,11,3,0.786,14.25,5.34,73,64.1,23,14,14,Lost Second Round,3,John Calipari (24-7),massachusetts
31,1992,A-10,30,5,0.857,13,3,0.813,16.4,4.72,82.4,69.6,NA,17,17,Lost Regional Semifinal,3,John Calipari (30-5),massachusetts
32,1991,A-10,20,13,0.606,10,8,0.556,7.16,3.22,77.2,72.7,NA,NA,NA,NA,NA,John Calipari (20-13),massachusetts
1,2022,AEC,15,16,0.484,7,11,0.389,-7.07,-6.64,70.7,65.8,NA,NA,NA,NA,NA,Pat Duquette (15-16),massachusetts-lowell
2,2021,AEC,11,12,0.478,7,8,0.467,-6.05,-3.61,68.5,70.9,NA,NA,NA,NA,NA,Pat Duquette (11-12),massachusetts-lowell
3,2020,AEC,13,19,0.406,7,9,0.438,-8.19,-5.35,74.6,76,NA,NA,NA,NA,NA,Pat Duquette (13-19),massachusetts-lowell
4,2019,AEC,15,17,0.469,7,9,0.438,-8.28,-6.95,76.8,75.6,NA,NA,NA,NA,NA,Pat Duquette (15-17),massachusetts-lowell
5,2018,AEC,12,18,0.4,6,10,0.375,-9.53,-5.77,76.2,78.5,NA,NA,NA,NA,NA,Pat Duquette (12-18),massachusetts-lowell
6,2017,AEC,11,20,0.355,5,11,0.313,-10.13,-6.4,78.4,81.2,NA,NA,NA,NA,NA,Pat Duquette (11-20),massachusetts-lowell
7,2016,AEC,11,18,0.379,7,9,0.438,-13.59,-6.17,76.6,82.8,NA,NA,NA,NA,NA,Pat Duquette (11-18),massachusetts-lowell
8,2015,AEC,12,17,0.414,6,10,0.375,-11.21,-4.32,61.4,66.5,NA,NA,NA,NA,NA,Pat Duquette (12-17),massachusetts-lowell
9,2014,AEC,10,18,0.357,8,8,0.5,-13.71,-4.53,61.4,69.2,NA,NA,NA,NA,NA,Pat Duquette (10-18),massachusetts-lowell
