season_number,season,conf,win,loss,wpct,conf_win,conf_loss,conf_wpct,srs,sos,ppg,opp_ppg,ap_pre,ap_highest,ap_final,tournament_outcome,seed,coach,school
21,2001,MEAC,10,19,0.345,5,13,0.278,-17.81,-10.37,62.8,68.1,NA,NA,NA,NA,NA,Horace Broadnax (10-19),bethune-cookman
22,2000,MEAC,14,15,0.483,12,6,0.667,-8.85,-9.63,75.4,75.1,NA,NA,NA,NA,NA,Horace Broadnax (14-15),bethune-cookman
23,1999,MEAC,11,16,0.407,10,9,0.526,-12.36,-9.06,66.3,69.6,NA,NA,NA,NA,NA,Horace Broadnax (11-16),bethune-cookman
24,1998,MEAC,1,26,0.037,1,17,0.056,-27.28,-8.94,60.9,79.2,NA,NA,NA,NA,NA,Horace Broadnax (1-26),bethune-cookman
25,1997,MEAC,12,16,0.429,9,9,0.5,-12.1,-9.44,68.3,70.9,NA,NA,NA,NA,NA,Tony Sheals (12-16),bethune-cookman
26,1996,MEAC,12,15,0.444,8,8,0.5,-17.85,-12.93,67.4,68.4,NA,NA,NA,NA,NA,Tony Sheals (12-15),bethune-cookman
27,1995,MEAC,12,16,0.429,9,7,0.563,-16.65,-8.74,76.5,80.4,NA,NA,NA,NA,NA,Tony Sheals (12-16),bethune-cookman
28,1994,MEAC,9,18,0.333,8,8,0.5,-17.55,-8.51,71,80,NA,NA,NA,NA,NA,Tony Sheals (9-18),bethune-cookman
29,1993,MEAC,3,24,0.111,2,14,0.125,-23.18,-8.77,64,78.6,NA,NA,NA,NA,NA,Cy McClairen (3-24),bethune-cookman
30,1992,MEAC,4,25,0.138,3,13,0.188,-30.84,-10.98,72.4,90.6,NA,NA,NA,NA,NA,Cy McClairen (4-25),bethune-cookman
31,1991,MEAC,5,24,0.172,3,13,0.188,-22.63,-7.32,75.1,87.4,NA,NA,NA,NA,NA,Cy McClairen (5-24),bethune-cookman
1,2022,AEC,12,17,0.414,8,10,0.444,-10.4,-6.18,67.7,68.4,NA,NA,NA,NA,NA,Levell Sanders (12-17),binghamton
2,2021,AEC,4,14,0.222,4,10,0.286,-12.24,-5.35,65.4,72.3,NA,NA,NA,NA,NA,Tommy Dempsey (4-14),binghamton
3,2020,AEC,10,19,0.345,4,12,0.25,-15.03,-4.62,69.4,76.6,NA,NA,NA,NA,NA,Tommy Dempsey (10-19),binghamton
4,2019,AEC,10,23,0.303,5,11,0.313,-13.92,-4.69,65.2,72,NA,NA,NA,NA,NA,Tommy Dempsey (10-23),binghamton
5,2018,AEC,11,20,0.355,2,14,0.125,-10.27,-6.34,69.3,70.4,NA,NA,NA,NA,NA,Tommy Dempsey (11-20),binghamton
6,2017,AEC,12,20,0.375,3,13,0.188,-11.99,-5.79,68,70.9,NA,NA,NA,NA,NA,Tommy Dempsey (12-20),binghamton
7,2016,AEC,8,22,0.267,5,11,0.313,-14.08,-6.35,60.9,68.6,NA,NA,NA,NA,NA,Tommy Dempsey (8-22),binghamton
8,2015,AEC,6,26,0.188,5,11,0.313,-13.45,-3.49,57.7,66.4,NA,NA,NA,NA,NA,Tommy Dempsey (6-26),binghamton
9,2014,AEC,7,23,0.233,4,12,0.25,-16.15,-6.15,61.3,71.3,NA,NA,NA,NA,NA,Tommy Dempsey (7-23),binghamton
10,2013,AEC,3,27,0.1,1,15,0.063,-18.51,-3.68,55.9,69.4,NA,NA,NA,NA,NA,Tommy Dempsey (3-27),binghamton
11,2012,AEC,2,29,0.065,1,15,0.063,-20.14,-6.24,56.8,70.7,NA,NA,NA,NA,NA,Mark Macon (2-29),binghamton
12,2011,AEC,8,23,0.258,4,12,0.25,-13.81,-5.35,60,68.5,NA,NA,NA,NA,NA,Mark Macon (8-23),binghamton
13,2010,AEC,13,18,0.419,8,8,0.5,-10.6,-4.31,61.6,67.2,NA,NA,NA,NA,NA,Mark Macon (13-18),binghamton
14,2009,AEC,23,9,0.719,13,3,0.813,-3.27,-5.62,70,67.4,NA,NA,NA,Lost First Round,15,Kevin Broadus (23-9),binghamton
15,2008,AEC,14,16,0.467,9,7,0.563,-6.84,-6,65.9,66.7,NA,NA,NA,NA,NA,Kevin Broadus (14-16),binghamton
16,2007,AEC,13,16,0.448,6,10,0.375,-8.06,-6.96,65.7,66.1,NA,NA,NA,NA,NA,Al Walker (13-16),binghamton
17,2006,AEC,16,13,0.552,12,4,0.75,-4.73,-5.52,62.5,61.5,NA,NA,NA,NA,NA,Al Walker (16-13),binghamton
18,2005,AEC,12,17,0.414,8,10,0.444,-4.46,-2.56,61.5,63.4,NA,NA,NA,NA,NA,Al Walker (12-17),binghamton
19,2004,AEC,14,16,0.467,10,8,0.556,-9.09,-6.33,60.1,62.8,NA,NA,NA,NA,NA,Al Walker (14-16),binghamton
20,2003,AEC,14,13,0.519,9,7,0.563,-4.76,-5.13,66.6,66.2,NA,NA,NA,NA,NA,Al Walker (14-13),binghamton
21,2002,AEC,9,19,0.321,6,10,0.375,-13.87,-9.4,64.7,69.1,NA,NA,NA,NA,NA,Al Walker (9-19),binghamton
1,2022,MWC,27,8,0.771,15,3,0.833,11.93,5.23,68.3,60.9,NA,23,23,Lost First Round,8,Leon Rice (27-8),boise-state
2,2021,MWC,19,9,0.679,14,6,0.7,9.75,1.71,75.8,66.7,NA,NA,NA,NA,NA,Leon Rice (19-9),boise-state
3,2020,MWC,20,12,0.625,11,7,0.611,8.59,4.39,75.9,69.5,NA,NA,NA,NA,NA,Leon Rice (20-12),boise-state
4,2019,MWC,13,20,0.394,7,11,0.389,3.61,1.08,71.6,68.6,NA,NA,NA,NA,NA,Leon Rice (13-20),boise-state
5,2018,MWC,23,9,0.719,13,5,0.722,11.21,3.05,78.2,69.1,NA,NA,NA,NA,NA,Leon Rice (23-9),boise-state
6,2017,MWC,20,12,0.625,12,6,0.667,5.52,2.72,75.1,71.2,NA,NA,NA,NA,NA,Leon Rice (20-12),boise-state
7,2016,MWC,20,12,0.625,11,7,0.611,7.23,3.13,77.5,70.2,NA,NA,NA,NA,NA,Leon Rice (20-12),boise-state
8,2015,MWC,25,9,0.735,14,4,0.778,10.01,1.38,70.3,60.1,NA,25,NA,Lost First Round,11,Leon Rice (25-9),boise-state
9,2014,MWC,21,13,0.618,9,9,0.5,8.83,3.86,76.2,69,NA,NA,NA,NA,NA,Leon Rice (21-13),boise-state
10,2013,MWC,21,11,0.656,9,7,0.563,9.38,5.21,73.2,65.5,NA,NA,NA,Lost First Round,13,Leon Rice (21-11),boise-state
11,2012,MWC,13,17,0.433,3,11,0.214,3.52,3.14,68.3,66.3,NA,NA,NA,NA,NA,Leon Rice (13-17),boise-state
12,2011,WAC,22,13,0.629,10,6,0.625,5.48,0.01,74.1,68.1,NA,NA,NA,NA,NA,Leon Rice (22-13),boise-state
13,2010,WAC,15,17,0.469,5,11,0.313,-1.11,0.68,74.1,72.8,NA,NA,NA,NA,NA,Greg Graham (15-17),boise-state
14,2009,WAC,19,13,0.594,9,7,0.563,-0.95,0.54,72.8,72.3,NA,NA,NA,NA,NA,Greg Graham (19-13),boise-state
15,2008,WAC,25,9,0.735,12,4,0.75,1.6,-2.07,81.4,75.5,NA,NA,NA,Lost First Round,14,Greg Graham (25-9),boise-state
16,2007,WAC,17,14,0.548,8,8,0.5,3,0,76.1,72.1,NA,NA,NA,NA,NA,Greg Graham (17-14),boise-state
17,2006,WAC,14,15,0.483,6,10,0.375,0.83,1.09,72.2,70.7,NA,NA,NA,NA,NA,Greg Graham (14-15),boise-state
18,2005,WAC,16,18,0.471,6,12,0.333,-2.96,0.6,70.4,74.2,NA,NA,NA,NA,NA,Greg Graham (16-18),boise-state
19,2004,WAC,23,10,0.697,12,6,0.667,8.85,4.14,73.7,67.5,NA,NA,NA,NA,NA,Greg Graham (23-10),boise-state
20,2003,WAC,13,16,0.448,7,11,0.389,-0.97,0.07,65.4,66.3,NA,NA,NA,NA,NA,Greg Graham (13-16),boise-state
21,2002,WAC,13,17,0.433,6,12,0.333,-1.63,2.09,62.6,65.8,NA,NA,NA,NA,NA,Rod Jensen (13-17),boise-state
22,2001,Big West,17,14,0.548,8,8,0.5,-0.69,-0.21,72.2,71.9,NA,NA,NA,NA,NA,Rod Jensen (17-14),boise-state
23,2000,Big West,12,15,0.444,6,10,0.375,0.54,0.5,62.2,62.2,NA,NA,NA,NA,NA,Rod Jensen (12-15),boise-state
24,1999,Big West,21,8,0.724,12,4,0.75,2.83,-3.28,68.5,61.7,NA,NA,NA,NA,NA,Rod Jensen (21-8),boise-state
25,1998,Big West,17,13,0.567,9,7,0.563,2.47,-0.53,72.4,69.1,NA,NA,NA,NA,NA,Rod Jensen (17-13),boise-state
26,1997,Big West,14,13,0.519,9,7,0.563,3.13,-0.72,66,62.1,NA,NA,NA,NA,NA,Rod Jensen (14-13),boise-state
27,1996,Big Sky,15,13,0.536,10,4,0.714,-3.07,-2.22,64.5,65.3,NA,NA,NA,NA,NA,Rod Jensen (15-13),boise-state
28,1995,Big Sky,17,10,0.63,7,7,0.5,4.14,-0.64,71.7,66.9,NA,NA,NA,NA,NA,Bobby Dye (17-10),boise-state
29,1994,Big Sky,17,13,0.567,7*,7*,0.5,2.1,0.21,72.5,69,NA,NA,NA,Lost First Round,14,Bobby Dye (17-13),boise-state
30,1993,Big Sky,21,8,0.724,10,4,0.714,0.35,-4.28,75.5,69.7,NA,NA,NA,Lost First Round,14,Bobby Dye (21-8),boise-state
31,1992,Big Sky,16,13,0.552,7,9,0.438,-2.92,-3.81,68.7,67.2,NA,NA,NA,NA,NA,Bobby Dye (16-13),boise-state
32,1991,Big Sky,18,11,0.621,10,6,0.625,-1.72,-6.14,69,64.6,NA,NA,NA,NA,NA,Bobby Dye (18-11),boise-state
1,2022,ACC,13,20,0.394,6,14,0.3,4.02,5.2,66.9,68.1,NA,NA,NA,NA,NA,Earl Grant (13-20),boston-college
2,2021,ACC,4,16,0.2,2,11,0.154,0.82,8.97,71.4,79.5,NA,NA,NA,NA,NA,Scott Spinelli (1-3),boston-college
3,2020,ACC,13,19,0.406,7,13,0.35,1.82,7.86,64.6,70.6,NA,NA,NA,NA,NA,Jim Christian (13-19),boston-college
4,2019,ACC,14,17,0.452,5,13,0.278,5.83,7.76,70.8,72.8,NA,NA,NA,NA,NA,Jim Christian (14-17),boston-college
5,2018,ACC,19,16,0.543,7,11,0.389,9,7.2,76.4,74.6,NA,NA,NA,NA,NA,Jim Christian (19-16),boston-college
6,2017,ACC,9,23,0.281,2,16,0.111,2.2,8.08,72.5,78.4,NA,NA,NA,NA,NA,Jim Christian (9-23),boston-college
7,2016,ACC,7,25,0.219,0,18,0,-1.61,7.67,61.2,70.5,NA,NA,NA,NA,NA,Jim Christian (7-25),boston-college
8,2015,ACC,13,19,0.406,4,14,0.222,6.32,7.94,65.8,67.4,NA,NA,NA,NA,NA,Jim Christian (13-19),boston-college
9,2014,ACC,8,24,0.25,4,14,0.222,3.01,8.62,68.7,73.6,NA,NA,NA,NA,NA,Steve Donahue (8-24),boston-college
10,2013,ACC,16,17,0.485,7,11,0.389,6.11,7.04,67.1,68.1,NA,NA,NA,NA,NA,Steve Donahue (16-17),boston-college
11,2012,ACC,9,22,0.29,4,12,0.25,-4.54,4.89,59.1,68.5,NA,NA,NA,NA,NA,Steve Donahue (9-22),boston-college
12,2011,ACC,21,13,0.618,9,7,0.563,9.78,7.31,71.8,69.3,NA,NA,NA,NA,NA,Steve Donahue (21-13),boston-college
13,2010,ACC,15,16,0.484,6,10,0.375,9.58,7.21,69.2,66.1,NA,NA,NA,NA,NA,Al Skinner (15-16),boston-college
14,2009,ACC,22,12,0.647,9,7,0.563,10.36,7.23,74.4,70.5,NA,17,NA,Lost First Round,7,Al Skinner (22-12),boston-college
15,2008,ACC,14,17,0.452,4,12,0.25,6.46,7.75,71.1,72.4,NA,NA,NA,NA,NA,Al Skinner (14-17),boston-college
16,2007,ACC,21,12,0.636,10,6,0.625,13.76,9.21,74.3,69.8,15,14,NA,Lost Second Round,7,Al Skinner (21-12),boston-college
17,2006,ACC,28,8,0.778,11,5,0.688,13.79,6.1,74.2,66.2,11,6,7,Lost Regional Semifinal,4,Al Skinner (28-8),boston-college
18,2005,Big East,25,5,0.833,13,3,0.813,14.38,6.42,72.5,64.5,NA,3,14,Lost Second Round,4,Al Skinner (25-5),boston-college
19,2004,Big East,24,10,0.706,10,6,0.625,11.99,7.17,68,63.2,NA,25,25,Lost Second Round,6,Al Skinner (24-10),boston-college
20,2003,Big East,19,12,0.613,10,6,0.625,10.3,7.24,79.4,76.4,NA,NA,NA,NA,NA,Al Skinner (19-12),boston-college
21,2002,Big East,20,12,0.625,8,8,0.5,8.96,5.92,73.6,70.5,17,10,NA,Lost First Round,11,Al Skinner (20-12),boston-college
22,2001,Big East,27,5,0.844,13,3,0.813,17.99,5.19,79.6,66.5,NA,7,7,Lost Second Round,3,Al Skinner (27-5),boston-college
23,2000,Big East,11,19,0.367,3,13,0.188,4.21,5.07,68.3,69.2,NA,NA,NA,NA,NA,Al Skinner (11-19),boston-college
24,1999,Big East,6,21,0.222,3,15,0.167,-1.24,7.76,62.6,71.6,NA,NA,NA,NA,NA,Al Skinner (6-21),boston-college
25,1998,Big East,15,16,0.484,6,12,0.333,5.14,6.47,69.9,70.9,NA,NA,NA,NA,NA,Al Skinner (15-16),boston-college
26,1997,Big East,22,9,0.71,12,6,0.667,11.92,6.69,74.4,69.1,21,19,23,Lost Second Round,5,Jim O'Brien (22-9),boston-college
27,1996,Big East,19,11,0.633,10,8,0.556,16.93,9.23,78.2,70.5,NA,20,NA,Lost Second Round,11,Jim O'Brien (19-11),boston-college
28,1995,Big East,9,19,0.321,2,16,0.111,1.36,5.72,72,76.4,NA,NA,NA,NA,NA,Jim O'Brien (9-19),boston-college
29,1994,Big East,23,11,0.676,11,7,0.611,16.78,9.81,78.2,70,NA,18,NA,Lost Regional Final,9,Jim O'Brien (23-11),boston-college
30,1993,Big East,18,13,0.581,9,9,0.5,11.88,7.46,71.5,67,NA,21,NA,NA,NA,Jim O'Brien (18-13),boston-college
31,1992,Big East,17,14,0.548,7,11,0.389,10.48,5.55,75.5,70.6,NA,NA,NA,NA,NA,Jim O'Brien (17-14),boston-college
32,1991,Big East,11,19,0.367,1,15,0.063,8.03,8.03,75.5,75.5,NA,NA,NA,NA,NA,Jim O'Brien (11-19),boston-college
1,2022,Patriot,22,13,0.629,11,7,0.611,-5.07,-7.34,70.6,67.7,NA,NA,NA,NA,NA,Joe Jones (22-13),boston-university
2,2021,Patriot,7,11,0.389,6,10,0.375,-3.71,0.84,69.4,73.9,NA,NA,NA,NA,NA,Joe Jones (7-11),boston-university
3,2020,Patriot,21,13,0.618,12,6,0.667,-1.87,-5.3,70.9,66.7,NA,NA,NA,NA,NA,Joe Jones (21-13),boston-university
4,2019,Patriot,15,18,0.455,7,11,0.389,-6.61,-5.39,72.3,72.3,NA,NA,NA,NA,NA,Joe Jones (15-18),boston-university
5,2018,Patriot,15,16,0.484,10,8,0.556,-8.33,-5.83,70.5,71.8,NA,NA,NA,NA,NA,Joe Jones (15-16),boston-university
6,2017,Patriot,18,14,0.563,12,6,0.667,-2.43,-3.66,73.1,70.8,NA,NA,NA,NA,NA,Joe Jones (18-14),boston-university
7,2016,Patriot,19,15,0.559,11,7,0.611,-6.79,-6.37,73,72.5,NA,NA,NA,NA,NA,Joe Jones (19-15),boston-university
8,2015,Patriot,13,17,0.433,9,9,0.5,-5.63,-3.12,67.9,69.6,NA,NA,NA,NA,NA,Joe Jones (13-17),boston-university
9,2014,Patriot,24,11,0.686,15,3,0.833,1.77,-2.4,71.2,67,NA,NA,NA,NA,NA,Joe Jones (24-11),boston-university
10,2013,AEC,17,13,0.567,11,5,0.688,-0.58,-3.92,67.8,64.5,NA,NA,NA,NA,NA,Joe Jones (17-13),boston-university
11,2012,AEC,16,16,0.5,12,4,0.75,-3.74,-4.09,63.9,63.6,NA,NA,NA,NA,NA,Joe Jones (16-16),boston-university
12,2011,AEC,21,14,0.6,12,4,0.75,-2.48,-3.85,64.9,63.5,NA,NA,NA,Lost Second Round,16,Patrick Chambers (21-14),boston-university
13,2010,AEC,21,14,0.6,11,5,0.688,0.57,-3.23,72.2,68.4,NA,NA,NA,NA,NA,Patrick Chambers (21-14),boston-university
14,2009,AEC,17,13,0.567,11,5,0.688,-2.61,-4.91,68.6,66.3,NA,NA,NA,NA,NA,Dennis Wolff (17-13),boston-university
15,2008,AEC,14,17,0.452,9,7,0.563,-6.69,-4.91,63,64.8,NA,NA,NA,NA,NA,Dennis Wolff (14-17),boston-university
16,2007,AEC,12,18,0.4,8,8,0.5,-4.62,-4.65,60.1,60,NA,NA,NA,NA,NA,Dennis Wolff (12-18),boston-university
17,2006,AEC,12,16,0.429,9,7,0.563,-4.45,-3.77,58.9,59.6,NA,NA,NA,NA,NA,Dennis Wolff (12-16),boston-university
18,2005,AEC,20,9,0.69,14,4,0.778,3.25,-3.86,62.8,55.7,NA,NA,NA,NA,NA,Dennis Wolff (20-9),boston-university
19,2004,AEC,23,6,0.793,17,1,0.944,1.12,-5.91,66.6,59.5,NA,NA,NA,NA,NA,Dennis Wolff (23-6),boston-university
20,2003,AEC,20,11,0.645,13,3,0.813,1.1,-3.42,67.7,63.2,NA,NA,NA,NA,NA,Dennis Wolff (20-11),boston-university
21,2002,AEC,22,10,0.688,13,3,0.813,-4.68,-7.8,67.1,64,NA,NA,NA,Lost First Round,16,Dennis Wolff (22-10),boston-university
22,2001,AEC,14,14,0.5,9,9,0.5,-5.3,-5.83,68.3,67.8,NA,NA,NA,NA,NA,Dennis Wolff (14-14),boston-university
23,2000,AEC,7,22,0.241,5,13,0.278,-14.27,-6.51,60.6,68.5,NA,NA,NA,NA,NA,Dennis Wolff (7-22),boston-university
24,1999,AEC,9,18,0.333,5,13,0.278,-9.37,-6.11,64.3,67.5,NA,NA,NA,NA,NA,Dennis Wolff (9-18),boston-university
25,1998,AEC,19,11,0.633,12,6,0.667,-0.03,-2.53,70,67.5,NA,NA,NA,NA,NA,Dennis Wolff (19-11),boston-university
26,1997,AEC,25,5,0.833,17,1,0.944,2.51,-2.86,67.3,62,NA,NA,NA,Lost First Round,12,Dennis Wolff (25-5),boston-university
27,1996,"NAC",18,11,0.621,13,5,0.722,-1.05,-4.32,70.2,67,NA,NA,NA,NA,NA,Dennis Wolff (18-11),boston-university
28,1995,"NAC",15,16,0.484,7,9,0.438,-3.09,-2.56,65.5,66.5,NA,NA,NA,NA,NA,Dennis Wolff (15-16),boston-university
29,1994,"NAC",11,16,0.407,4,10,0.286,-9.23,-7,74.6,76.9,NA,NA,NA,NA,NA,Bob Brown (11-16),boston-university
30,1993,"NAC",6,21,0.222,3,11,0.214,-16.04,-5.22,69.6,80.4,NA,NA,NA,NA,NA,Bob Brown (6-21),boston-university
31,1992,"NAC",10,18,0.357,5,9,0.357,-13.64,-4.68,68.9,76.8,NA,NA,NA,NA,NA,Bob Brown (10-18),boston-university
32,1991,"NAC",11,18,0.379,5,5,0.5,-11.5,-4.26,68,75.3,NA,NA,NA,NA,NA,Bob Brown (11-18),boston-university
1,2022,MAC,13,18,0.419,6,14,0.3,-8.82,-4.44,80.3,80.5,NA,NA,NA,NA,NA,Michael Huger (13-18),bowling-green-state
2,2021,MAC,14,12,0.538,10,8,0.556,-0.17,-2.37,77.5,74.6,NA,NA,NA,NA,NA,Michael Huger (14-12),bowling-green-state
3,2020,MAC,21,10,0.677,12,6,0.667,0.47,0.2,74.5,72.9,NA,NA,NA,NA,NA,Michael Huger (21-10),bowling-green-state
4,2019,MAC,22,12,0.647,12,6,0.667,4.24,0.86,78.5,73.4,NA,NA,NA,NA,NA,Michael Huger (22-12),bowling-green-state
5,2018,MAC,16,16,0.5,7,11,0.389,-6.38,-2.88,75.9,77.8,NA,NA,NA,NA,NA,Michael Huger (16-16),bowling-green-state
6,2017,MAC,13,19,0.406,7,11,0.389,-6,-2,73.6,76.7,NA,NA,NA,NA,NA,Michael Huger (13-19),bowling-green-state
7,2016,MAC,16,18,0.471,5,13,0.278,-5.88,-1.85,70.6,72.3,NA,NA,NA,NA,NA,Michael Huger (16-18),bowling-green-state
8,2015,MAC,21,12,0.636,11,7,0.611,2.93,-1.25,66.5,62.9,NA,NA,NA,NA,NA,Chris Jans (21-12),bowling-green-state
9,2014,MAC,12,20,0.375,6,12,0.333,-3.45,-0.2,62.7,64.2,NA,NA,NA,NA,NA,Louis Orr (12-20),bowling-green-state
10,2013,MAC,13,19,0.406,7,9,0.438,-3.32,-1.75,62.8,63.5,NA,NA,NA,NA,NA,Louis Orr (13-19),bowling-green-state
11,2012,MAC,16,16,0.5,9,7,0.563,1.23,0.07,66.4,63.9,NA,NA,NA,NA,NA,Louis Orr (16-16),bowling-green-state
12,2011,MAC,14,19,0.424,8,8,0.5,-5.94,-2.03,64.1,67.1,NA,NA,NA,NA,NA,Louis Orr (14-19),bowling-green-state
13,2010,MAC,14,16,0.467,6,10,0.375,-4.7,-0.94,63,65.9,NA,NA,NA,NA,NA,Louis Orr (14-16),bowling-green-state
14,2009,MAC,19,14,0.576,11,5,0.688,0.09,-1.75,64.4,61.2,NA,NA,NA,NA,NA,Louis Orr (19-14),bowling-green-state
15,2008,MAC,13,17,0.433,7,9,0.438,-5.09,-0.63,63.5,67.9,NA,NA,NA,NA,NA,Louis Orr (13-17),bowling-green-state
16,2007,MAC,13,18,0.419,3,13,0.188,-5.48,-1.08,66.5,68.9,NA,NA,NA,NA,NA,Dan Dakich (13-18),bowling-green-state
17,2006,MAC,9,21,0.3,5,13,0.278,-7.83,0.38,65.9,71.4,NA,NA,NA,NA,NA,Dan Dakich (9-21),bowling-green-state
18,2005,MAC,18,11,0.621,10,8,0.556,2.01,1.8,69.8,68.6,NA,NA,NA,NA,NA,Dan Dakich (18-11),bowling-green-state
19,2004,MAC,14,17,0.452,8,10,0.444,-1.27,0.49,70.8,71.2,NA,NA,NA,NA,NA,Dan Dakich (14-17),bowling-green-state
20,2003,MAC,13,16,0.448,8,10,0.444,-2.2,1.95,67.7,69.4,NA,NA,NA,NA,NA,Dan Dakich (13-16),bowling-green-state
21,2002,MAC,24,9,0.727,12,6,0.667,7.69,1.47,74.7,67.8,NA,NA,NA,NA,NA,Dan Dakich (24-9),bowling-green-state
22,2001,MAC,15,14,0.517,10,8,0.556,1.99,1.4,75.9,72.8,NA,NA,NA,NA,NA,Dan Dakich (15-14),bowling-green-state
23,2000,MAC,22,8,0.733,14,4,0.778,3.34,0.79,75,70.5,NA,NA,NA,NA,NA,Dan Dakich (22-8),bowling-green-state
24,1999,MAC,18,10,0.643,12,6,0.667,6.83,2.36,70.7,65.1,NA,NA,NA,NA,NA,Dan Dakich (18-10),bowling-green-state
25,1998,MAC,10,16,0.385,7,11,0.389,-3.2,0.96,68.3,71.4,NA,NA,NA,NA,NA,Dan Dakich (10-16),bowling-green-state
26,1997,MAC,22,10,0.688,13,5,0.722,8.49,1.56,82.6,74.3,NA,NA,NA,NA,NA,Jim Larranaga (22-10),bowling-green-state
27,1996,MAC,14,13,0.519,9,9,0.5,3.01,2.93,68.2,65.9,NA,NA,NA,NA,NA,Jim Larranaga (14-13),bowling-green-state
28,1995,MAC,16,11,0.593,10,8,0.556,2.83,0.95,71.3,67.7,NA,NA,NA,NA,NA,Jim Larranaga (16-11),bowling-green-state
29,1994,MAC,18,10,0.643,12,6,0.667,4.04,0.04,72.6,67.3,NA,NA,NA,NA,NA,Jim Larranaga (18-10),bowling-green-state
30,1993,MAC,11,16,0.407,8,10,0.444,-4,-0.85,64.8,66.7,NA,NA,NA,NA,NA,Jim Larranaga (11-16),bowling-green-state
31,1992,MAC,14,15,0.483,8,8,0.5,0.65,-0.27,65.3,64,NA,NA,NA,NA,NA,Jim Larranaga (14-15),bowling-green-state
32,1991,MAC,17,13,0.567,9,7,0.563,6.14,1.42,77.6,71.9,NA,NA,NA,NA,NA,Jim Larranaga (17-13),bowling-green-state
1,2022,MVC,17,14,0.548,11,7,0.611,5.79,1.19,70.5,65.2,NA,NA,NA,NA,NA,Brian Wardle (17-14),bradley
2,2021,MVC,12,16,0.429,6,12,0.333,0.32,1.17,69.6,66.6,NA,NA,NA,NA,NA,Brian Wardle (12-16),bradley
3,2020,MVC,23,11,0.676,11,7,0.611,5.33,0.33,71.7,65.9,NA,NA,NA,NA,NA,Brian Wardle (23-11),bradley
4,2019,MVC,20,15,0.571,9,9,0.5,-0.08,-0.9,66.5,65.3,NA,NA,NA,Lost First Round,15,Brian Wardle (20-15),bradley
5,2018,MVC,20,13,0.606,9,9,0.5,2.07,0.35,67.4,64.7,NA,NA,NA,NA,NA,Brian Wardle (20-13),bradley
6,2017,MVC,13,20,0.394,7,11,0.389,-2.84,2.94,65.5,70.7,NA,NA,NA,NA,NA,Brian Wardle (13-20),bradley
7,2016,MVC,5,27,0.156,3,15,0.167,-10.91,3.7,56,69.9,NA,NA,NA,NA,NA,Brian Wardle (5-27),bradley
8,2015,MVC,9,24,0.273,3,15,0.167,-4.3,1.52,57,61.4,NA,NA,NA,NA,NA,Geno Ford (9-24),bradley
9,2014,MVC,12,20,0.375,7,11,0.389,-2.72,-0.31,63.6,66,NA,NA,NA,NA,NA,Geno Ford (12-20),bradley
10,2013,MVC,18,17,0.514,7,11,0.389,1.25,1.96,67.7,68.5,NA,NA,NA,NA,NA,Geno Ford (18-17),bradley
11,2012,MVC,7,25,0.219,2,16,0.111,-5.79,3.62,61.1,70.5,NA,NA,NA,NA,NA,Geno Ford (7-25),bradley
12,2011,MVC,12,20,0.375,4,14,0.222,-1.52,1.67,64.9,67.6,NA,NA,NA,NA,NA,Jim Les (12-20),bradley
13,2010,MVC,16,15,0.516,9,9,0.5,3.74,4.11,67.5,67.4,NA,NA,NA,NA,NA,Jim Les (16-15),bradley
14,2009,MVC,21,15,0.583,10,8,0.556,2.48,1.95,67.1,66.3,NA,NA,NA,NA,NA,Jim Les (21-15),bradley
15,2008,MVC,21,17,0.553,9,9,0.5,6.23,4.25,73.8,71.7,NA,NA,NA,NA,NA,Jim Les (21-17),bradley
16,2007,MVC,22,13,0.629,10,8,0.556,10.89,7.22,74.7,70.7,NA,NA,NA,NA,NA,Jim Les (22-13),bradley
17,2006,MVC,22,11,0.667,11,7,0.611,11.78,5.38,71.5,65.1,NA,NA,NA,Lost Regional Semifinal,13,Jim Les (22-11),bradley
18,2005,MVC,13,15,0.464,6,12,0.333,3.24,4.56,70,71.3,NA,NA,NA,NA,NA,Jim Les (13-15),bradley
19,2004,MVC,15,16,0.484,7,11,0.389,-0.06,1.94,66.4,68.6,NA,NA,NA,NA,NA,Jim Les (15-16),bradley
20,2003,MVC,12,18,0.4,8,10,0.444,1.12,1.19,73.5,72.3,NA,NA,NA,NA,NA,Jim Les (12-18),bradley
21,2002,MVC,9,20,0.31,5,13,0.278,-3.55,0.73,60.7,64.9,NA,NA,NA,NA,NA,Jim Molinari (9-20),bradley
22,2001,MVC,19,12,0.613,12,6,0.667,3.15,1.75,66,63.6,NA,NA,NA,NA,NA,Jim Molinari (19-12),bradley
23,2000,MVC,14,16,0.467,10,8,0.556,5.25,3.88,65.6,64.2,NA,NA,NA,NA,NA,Jim Molinari (14-16),bradley
24,1999,MVC,17,12,0.586,11,7,0.611,6.82,5.13,62.9,61.2,NA,NA,NA,NA,NA,Jim Molinari (17-12),bradley
25,1998,MVC,15,14,0.517,9,9,0.5,4.23,2.12,64.6,61.1,NA,NA,NA,NA,NA,Jim Molinari (15-14),bradley
26,1997,MVC,17,13,0.567,12,6,0.667,8.03,3.4,64.3,59.6,NA,NA,NA,NA,NA,Jim Molinari (17-13),bradley
27,1996,MVC,22,8,0.733,15,3,0.833,9.71,3.55,71.2,65,NA,NA,NA,Lost First Round,8,Jim Molinari (22-8),bradley
